Link 13 Volume (ft3)	
15.458333	2924498.25
15.46875	2918214.5
15.479167	2911958
15.489583	2905728
15.5	2899524.75
15.510417	2893348.25
15.520833	2887198
15.53125	2881073.75
15.541667	2874976
15.552083	2868904
15.5625	2862857.75
15.572917	2856837.25
15.583333	2850842.5
15.59375	2844872.75
15.604167	2838928.5
15.614583	2833009.5
15.625	2827115.25
15.635417	2821246
15.645833	2815401.25
15.65625	2809581.25
15.666667	2803785.75
15.677083	2798014.5
15.6875	2792267.25
15.697917	2786544.25
15.708333	2780845.25
15.71875	2775170
15.729167	2769518.25
15.739583	2763890.25
15.75	2758285.5
15.760417	2752704.25
15.770833	2747146
15.78125	2741610.75
15.791667	2736098.5
15.802083	2730609
15.8125	2725142.25
15.822917	2719698.25
15.833333	2714276.5
15.84375	2708877
15.854167	2703499.75
15.864583	2698144.5
15.875	2692811.5
15.885417	2687500
15.895833	2682210.5
15.90625	2676942.5
15.916667	2671696
15.927083	2666471
15.9375	2661267.25
15.947917	2656084.75
15.958333	2650923.25
15.96875	2645782.75
15.979167	2640663
15.989583	2635564
16	2630485.75
16.010417	2624705.75
16.020833	2618443.5
16.03125	2611627.75
16.041667	2604118.25
16.052083	2595826
16.0625	2586733.75
16.072917	2576880.75
16.083333	2566343.75
16.09375	2555217.25
16.104167	2543600.25
16.114583	2531586.75
16.125	2519261.5
16.135417	2506698
16.145833	2493958
16.15625	2481091.75
16.166667	2468140.75
16.177083	2455137.25
16.1875	2442107
16.197917	2429070.25
16.208333	2416042.25
16.21875	2403035.25
16.229167	2390058
16.239583	2377117.75
16.25	2364219.25
16.260417	2351366.75
16.270833	2338562.75
16.28125	2325809.75
16.291667	2313108.75
16.302083	2300461.25
16.3125	2287867.75
16.322917	2275328.5
16.333333	2262844
16.34375	2250414.5
16.354167	2238039.5
16.364583	2225719.5
16.375	2213453.75
16.385417	2201242.5
16.395833	2189085.25
16.40625	2176981.75
16.416667	2164932
16.427083	2152935.5
16.4375	2140992
16.447917	2129101.25
16.458333	2117262.75
16.46875	2105476.25
16.479167	2093741.75
16.489583	2082058.5
16.5	2070426.5
16.510417	2058845.25
16.520833	2047314.5
16.53125	2035834
16.541667	2024403.375
16.552083	2013022.375
16.5625	2001690.625
16.572917	1990407.875
16.583333	1979173.875
16.59375	1967988.25
16.604167	1956850.75
16.614583	1945761
16.625	1934718.875
16.635417	1923724
16.645833	1912776
16.65625	1901874.75
16.666667	1891020
16.677083	1880211.25
16.6875	1869448.375
16.697917	1858731.125
16.708333	1848059.25
16.71875	1837432.25
16.729167	1826850.25
16.739583	1816312.625
16.75	1805819.25
16.760417	1795370
16.770833	1784964.375
16.78125	1774602.375
16.791667	1764283.5
16.802083	1754007.625
16.8125	1743774.5
16.822917	1733584
16.833333	1723435.625
16.84375	1713329.25
16.854167	1703264.75
16.864583	1693241.75
16.875	1683260
16.885417	1673319.25
16.895833	1663419.5
16.90625	1653560.25
16.916667	1643741.375
16.927083	1633962.625
16.9375	1624223.875
16.947917	1614524.75
16.958333	1604865.25
16.96875	1595244.875
16.979167	1585663.5
16.989583	1576121.125
17	1566617.25
17.010417	1557206.375
17.020833	1547862.875
17.03125	1538588.5
17.041667	1529390.25
17.052083	1520274.375
17.0625	1511243.75
17.072917	1502298.5
17.083333	1493436.375
17.09375	1484653.5
17.104167	1475945.25
17.114583	1467306.5
17.125	1458732.125
17.135417	1450217.375
17.145833	1441757.75
17.15625	1433349.375
17.166667	1424988.75
17.177083	1416673.125
17.1875	1408399.75
17.197917	1400166.625
17.208333	1391971.875
17.21875	1383814
17.229167	1375691.875
17.239583	1367604.375
17.25	1359550.5
17.260417	1351529.75
17.270833	1343541.25
17.28125	1335584.625
17.291667	1327659.375
17.302083	1319765.125
17.3125	1311901.375
17.322917	1304068.125
17.333333	1296264.875
17.34375	1288491.5
17.354167	1280747.75
17.364583	1273033.375
17.375	1265348.125
17.385417	1257692
17.395833	1250064.625
17.40625	1242466
17.416667	1234895.875
17.427083	1227354.25
17.4375	1219840.625
17.447917	1212355.25
17.458333	1204897.75
17.46875	1197468
17.479167	1190066
17.489583	1182691.5
17.5	1175344.375
17.510417	1168024.5
17.520833	1160731.625
17.53125	1153465.875
17.541667	1146227
17.552083	1139014.875
17.5625	1131829.375
17.572917	1124670.375
17.583333	1117537.625
17.59375	1110431.25
17.604167	1103351
17.614583	1096296.75
17.625	1089268.375
17.635417	1082265.75
17.645833	1075288.75
17.65625	1068337.375
17.666667	1061411.5
17.677083	1054510.75
17.6875	1047635.375
17.697917	1040785
17.708333	1033959.625
17.71875	1027159.188
17.729167	1020383.438
17.739583	1013632.375
17.75	1006905.875
17.760417	1000203.813
17.770833	993526.125
17.78125	986872.625
17.791667	980243.3125
17.802083	973638.0625
17.8125	967056.6875
17.822917	960499.1875
17.833333	953965.375
17.84375	947455.25
17.854167	940968.6875
17.864583	934505.5
17.875	928065.75
17.885417	921649.25
17.895833	915255.875
17.90625	908885.625
17.916667	902538.3125
17.927083	896213.9375
17.9375	889912.3125
17.947917	883633.4375
17.958333	877377.1875
17.96875	871143.5
17.979167	864932.3125
17.989583	858743.4375
18	852576.875
18.010417	847674.9375
18.020833	843541.0625
18.03125	840182.8125
18.041667	837765.0625
18.052083	836468.375
18.0625	836437.5625
18.072917	837763.75
18.083333	840484.375
18.09375	844590
18.104167	850034.75
18.114583	856746.25
18.125	864634.5625
18.135417	873599.8125
18.145833	883537.875
18.15625	894344.875
18.166667	905920.5625
18.177083	918170.1875
18.1875	931006.0625
18.197917	944348.1875
18.208333	958124.6875
18.21875	972271.4375
18.229167	986732
18.239583	1001457.063
18.25	1016403.813
18.260417	1031535.375
18.270833	1046820.25
18.28125	1062231.375
18.291667	1077746
18.302083	1093344.875
18.3125	1109011.625
18.322917	1124732.75
18.333333	1140496.875
18.34375	1156294.375
18.354167	1172117.25
18.364583	1187959.125
18.375	1203814.125
18.385417	1219678
18.395833	1235546.625
18.40625	1251417
18.416667	1267286.25
18.427083	1283152.125
18.4375	1299012.625
18.447917	1314866.375
18.458333	1330711.625
18.46875	1346547.25
18.479167	1362372.25
18.489583	1378185.625
18.5	1393986.5
18.510417	1409774.125
18.520833	1425547.875
18.53125	1441306.875
18.541667	1457050.75
18.552083	1472778.75
18.5625	1488490.5
18.572917	1504185.375
18.583333	1519863
18.59375	1535522.875
18.604167	1551164.375
18.614583	1566787.25
18.625	1582390.875
18.635417	1597975.125
18.645833	1613539.25
18.65625	1629083
18.666667	1644606
18.677083	1660107.875
18.6875	1675588.125
18.697917	1691046.375
18.708333	1706482.375
18.71875	1721895.625
18.729167	1737285.75
18.739583	1752652.5
18.75	1767995.5
18.760417	1783314.25
18.770833	1798608.5
18.78125	1813878
18.791667	1829122.25
18.802083	1844341
18.8125	1859533.875
18.822917	1874700.625
18.833333	1889840.875
18.84375	1904954.375
18.854167	1920040.75
18.864583	1935099.625
18.875	1950130.875
18.885417	1965134.125
18.895833	1980108.875
18.90625	1995055.25
18.916667	2009972.625
18.927083	2024860.75
18.9375	2039719.625
18.947917	2054548.625
18.958333	2069347.75
18.96875	2084116.625
18.979167	2098855
18.989583	2113562.5
19	2128239
19.010417	2141387.25
19.020833	2153361
19.03125	2164036
19.041667	2173101.5
19.052083	2180327.5
19.0625	2185626.5
19.072917	2189040.5
19.083333	2190703.5
19.09375	2190803.25
19.104167	2189549.5
19.114583	2187152.25
19.125	2183808.25
19.135417	2179692.5
19.145833	2174957
19.15625	2169730.25
19.166667	2164118.5
19.177083	2158208
19.1875	2152068.75
19.197917	2145757
19.208333	2139316.75
19.21875	2132782.75
19.229167	2126182
19.239583	2119536.25
19.25	2112861.75
19.260417	2106171.25
19.270833	2099474.25
19.28125	2092778.5
19.291667	2086089.875
19.302083	2079412.5
19.3125	2072749.875
19.322917	2066104.5
19.333333	2059478.25
19.34375	2052872.625
19.354167	2046288.5
19.364583	2039726.875
19.375	2033188.125
19.385417	2026672.75
19.395833	2020181.125
19.40625	2013713.25
19.416667	2007269.25
19.427083	2000849.25
19.4375	1994453.25
19.447917	1988081.125
19.458333	1981733
19.46875	1975408.625
19.479167	1969108
19.489583	1962831.125
19.5	1956577.875
19.510417	1950348
19.520833	1944141.5
19.53125	1937958.25
19.541667	1931798.125
19.552083	1925661
19.5625	1919546.875
19.572917	1913455.5
19.583333	1907386.75
19.59375	1901340.625
19.604167	1895317
19.614583	1889315.625
19.625	1883336.5
19.635417	1877379.375
19.645833	1871444.375
19.65625	1865531.125
19.666667	1859639.75
19.677083	1853770
19.6875	1847921.75
19.697917	1842095
19.708333	1836289.5
19.71875	1830505.25
19.729167	1824742
19.739583	1818999.875
19.75	1813278.5
19.760417	1807578
19.770833	1801898.25
19.78125	1796238.875
19.791667	1790600.125
19.802083	1784981.625
19.8125	1779383.5
19.822917	1773805.5
19.833333	1768247.5
19.84375	1762709.5
19.854167	1757191.25
19.864583	1751692.875
19.875	1746214.125
19.885417	1740754.875
19.895833	1735315.125
19.90625	1729894.75
19.916667	1724493.625
19.927083	1719111.625
19.9375	1713748.75
19.947917	1708404.75
19.958333	1703079.75
19.96875	1697773.5
19.979167	1692485.875
19.989583	1687217
20	1681966.5
20.010417	1676563
20.020833	1671081.125
20.03125	1665514
20.041667	1659837.5
20.052083	1654031.75
20.0625	1648086.75
20.072917	1642002.5
20.083333	1635786.5
20.09375	1629451.25
20.104167	1623012.125
20.114583	1616485.375
20.125	1609887.125
20.135417	1603232.125
20.145833	1596533.875
20.15625	1589804.25
20.166667	1583053.25
20.177083	1576289.5
20.1875	1569520.125
20.197917	1562751
20.208333	1555987
20.21875	1549231.875
20.229167	1542489
20.239583	1535760.5
20.25	1529048.625
20.260417	1522354.875
20.270833	1515680.5
20.28125	1509026.375
20.291667	1502393.25
20.302083	1495781.625
20.3125	1489191.875
20.322917	1482624.5
20.333333	1476079.5
20.34375	1469557.125
20.354167	1463057.375
20.364583	1456580.375
20.375	1450126.125
20.385417	1443694.625
20.395833	1437285.75
20.40625	1430899.5
20.416667	1424535.75
20.427083	1418194.5
20.4375	1411875.625
20.447917	1405579
20.458333	1399304.75
20.46875	1393052.5
20.479167	1386822.25
20.489583	1380613.875
20.5	1374427.375
20.510417	1368262.625
20.520833	1362119.375
20.53125	1355997.75
20.541667	1349897.375
20.552083	1343818.375
20.5625	1337760.625
20.572917	1331723.875
20.583333	1325708.125
20.59375	1319713.25
20.604167	1313739.125
20.614583	1307785.75
20.625	1301852.875
20.635417	1295940.5
20.645833	1290048.5
20.65625	1284176.875
20.666667	1278325.375
20.677083	1272493.875
20.6875	1266682.5
20.697917	1260891
20.708333	1255119.25
20.71875	1249367.25
20.729167	1243634.75
20.739583	1237921.875
20.75	1232228.375
20.760417	1226554.25
20.770833	1220899.375
20.78125	1215263.625
20.791667	1209646.875
20.802083	1204049.125
20.8125	1198470.375
20.822917	1192910.25
20.833333	1187368.875
20.84375	1181846.125
20.854167	1176342
20.864583	1170856.25
20.875	1165388.75
20.885417	1159939.625
20.895833	1154508.625
20.90625	1149095.875
20.916667	1143701
20.927083	1138324.125
20.9375	1132965
20.947917	1127623.75
20.958333	1122300.25
20.96875	1116994.25
20.979167	1111705.75
20.989583	1106434.75
21	1101181.125
21.010417	1096688.125
21.020833	1092674.625
21.03125	1089149.75
21.041667	1086217.25
21.052083	1083982.75
21.0625	1082520.875
21.072917	1081867.625
21.083333	1082023.375
21.09375	1082959.875
21.104167	1084628.875
21.114583	1086969.875
21.125	1089915.625
21.135417	1093397.375
21.145833	1097347.875
21.15625	1101703.625
21.166667	1106406.5
21.177083	1111403.75
21.1875	1116648.875
21.197917	1122101.25
21.208333	1127725.25
21.21875	1133490.875
21.229167	1139372.375
21.239583	1145347.75
21.25	1151399
21.260417	1157510.875
21.270833	1163670.375
21.28125	1169867.25
21.291667	1176092.75
21.302083	1182339.75
21.3125	1188602.25
21.322917	1194875.625
21.333333	1201155.75
21.34375	1207439.625
21.354167	1213724.375
21.364583	1220008.125
21.375	1226289
21.385417	1232565.625
21.395833	1238836.75
21.40625	1245101.625
21.416667	1251359.25
21.427083	1257609.25
21.4375	1263850.875
21.447917	1270083.875
21.458333	1276307.75
21.46875	1282522.375
21.479167	1288727.5
21.489583	1294922.75
21.5	1301108
21.510417	1307283.25
21.520833	1313448.25
21.53125	1319602.875
21.541667	1325747.125
21.552083	1331880.875
21.5625	1338003.875
21.572917	1344116.25
21.583333	1350218
21.59375	1356308.75
21.604167	1362388.75
21.614583	1368457.875
21.625	1374515.875
21.635417	1380563
21.645833	1386598.875
21.65625	1392623.75
21.666667	1398637.5
21.677083	1404640
21.6875	1410631.125
21.697917	1416611.125
21.708333	1422579.75
21.71875	1428536.875
21.729167	1434482.75
21.739583	1440417.125
21.75	1446339.875
21.760417	1452251.25
21.770833	1458151
21.78125	1464039.25
21.791667	1469915.75
21.802083	1475780.625
21.8125	1481633.75
21.822917	1487475.125
21.833333	1493304.875
21.84375	1499122.625
21.854167	1504928.75
21.864583	1510722.875
21.875	1516505.125
21.885417	1522275.5
21.895833	1528033.875
21.90625	1533780.25
21.916667	1539514.75
21.927083	1545237.125
21.9375	1550947.375
21.947917	1556645.625
21.958333	1562331.75
21.96875	1568005.75
21.979167	1573667.5
21.989583	1579317.125
22	1584954.625
22.010417	1593963.125
22.020833	1605497.875
22.03125	1619782.75
22.041667	1637490.375
22.052083	1659215.25
22.0625	1685317.75
22.072917	1715908.125
22.083333	1750886.125
22.09375	1789998
22.104167	1832891
22.114583	1879158.875
22.125	1928377.625
22.135417	1980131
22.145833	2034027
22.15625	2089708.5
22.166667	2146858.5
22.177083	2205201
22.1875	2264499.75
22.197917	2324556.5
22.208333	2385205.25
22.21875	2446310.25
22.229167	2507760.25
22.239583	2569465.25
22.25	2631353.25
22.260417	2693365.75
22.270833	2755456.75
22.28125	2817589
22.291667	2879733.25
22.302083	2941865.75
22.3125	3003967.25
22.322917	3066022.25
22.333333	3128018
22.34375	3189944
22.354167	3251790.75
22.364583	3313551.25
22.375	3375218
22.385417	3436785.5
22.395833	3498248
22.40625	3559600.5
22.416667	3620838
22.427083	3681956.5
22.4375	3742951.5
22.447917	3803819
22.458333	3864554.75
22.46875	3925155.5
22.479167	3985617
22.489583	4045935.75
22.5	4106108.5
22.510417	4166131.5
22.520833	4226001.5
22.53125	4285714.5
22.541667	4345268.5
22.552083	4404659.5
22.5625	4463884.5
22.572917	4522940
22.583333	4581824
22.59375	4640533
22.604167	4699064
22.614583	4757414.5
22.625	4815581.5
22.635417	4873562.5
22.645833	4931355
22.65625	4988956.5
22.666667	5046364
22.677083	5103576
22.6875	5160589
22.697917	5217401.5
22.708333	5274011.5
22.71875	5330416
22.729167	5386613.5
22.739583	5442601.5
22.75	5498378.5
22.760417	5553942.5
22.770833	5609291
22.78125	5664423
22.791667	5719336.5
22.802083	5774029.5
22.8125	5828500.5
22.822917	5882748
22.833333	5936770
22.84375	5990566
22.854167	6044133.5
22.864583	6097472
22.875	6150579.5
22.885417	6203455
22.895833	6256097
22.90625	6308504.5
22.916667	6360677
22.927083	6412612.5
22.9375	6464310
22.947917	6515769
22.958333	6566988
22.96875	6617967
22.979167	6668704
22.989583	6719199
23	6769451
23.010417	6814747.5
23.020833	6855080.5
23.03125	6889148.5
23.041667	6915814
23.052083	6935029.5
23.0625	6947555
23.072917	6954520.5
23.083333	6957110.5
23.09375	6956392.5
23.104167	6953247
23.114583	6948363.5
23.125	6942261.5
23.135417	6935320.5
23.145833	6927814
23.15625	6919934.5
23.166667	6911817
23.177083	6903554.5
23.1875	6895211
23.197917	6886830
23.208333	6878441.5
23.21875	6870065
23.229167	6861714
23.239583	6853397.5
23.25	6845121
23.260417	6836889
23.270833	6828704
23.28125	6820566.5
23.291667	6812478.5
23.302083	6804440
23.3125	6796451.5
23.322917	6788512.5
23.333333	6780623.5
23.34375	6772784
23.354167	6764993.5
23.364583	6757252
23.375	6749559.5
23.385417	6741915.5
23.395833	6734319.5
23.40625	6726771
23.416667	6719270
23.427083	6711816.5
23.4375	6704409.5
23.447917	6697049
23.458333	6689734.5
23.46875	6682466
23.479167	6675242.5
23.489583	6668065
23.5	6660932
23.510417	6653843.5
23.520833	6646799
23.53125	6639798.5
23.541667	6632842
23.552083	6625928.5
23.5625	6619058.5
23.572917	6612230.5
23.583333	6605445.5
23.59375	6598702.5
23.604167	6592001
23.614583	6585341.5
23.625	6578723
23.635417	6572145.5
23.645833	6565609
23.65625	6559112.5
23.666667	6552656.5
23.677083	6546240.5
23.6875	6539863.5
23.697917	6533526
23.708333	6527228
23.71875	6520968.5
23.729167	6514747.5
23.739583	6508565
23.75	6502420
23.760417	6496313
23.770833	6490243.5
23.78125	6484211.5
23.791667	6478216
23.802083	6472257.5
23.8125	6466335.5
23.822917	6460450
23.833333	6454600
23.84375	6448786
23.854167	6443007.5
23.864583	6437264
23.875	6431556
23.885417	6425882.5
23.895833	6420243.5
23.90625	6414639
23.916667	6409068.5
23.927083	6403532
23.9375	6398029.5
23.947917	6392560
23.958333	6387123.5
23.96875	6381720.5
23.979167	6376350
23.989583	6371012
24	6365706
24.010417	6358983.5
24.020833	6350921
24.03125	6341144
24.041667	6329309
24.052083	6315384.5
24.0625	6299574.5
24.072917	6282198.5
24.083333	6263599
24.09375	6244089.5
24.104167	6223934
24.114583	6203342
24.125	6182474
24.135417	6161449.5
24.145833	6140354
24.15625	6119249.5
24.166667	6098180.5
24.177083	6077177
24.1875	6056259.5
24.197917	6035442.5
24.208333	6014735
24.21875	5994144.5
24.229167	5973673.5
24.239583	5953325
24.25	5933100
24.260417	5912999.5
24.270833	5893023.5
24.28125	5873171
24.291667	5853442.5
24.302083	5833836.5
24.3125	5814352.5
24.322917	5794990
24.333333	5775748
24.34375	5756625
24.354167	5737621
24.364583	5718734
24.375	5699964.5
24.385417	5681310
24.395833	5662771
24.40625	5644345.5
24.416667	5626033
24.427083	5607833
24.4375	5589744
24.447917	5571765.5
24.458333	5553896.5
24.46875	5536136
24.479167	5518483.5
24.489583	5500938
24.5	5483498
24.510417	5466164
24.520833	5448934
24.53125	5431807.5
24.541667	5414784
24.552083	5397862.5
24.5625	5381042
24.572917	5364322
24.583333	5347702
24.59375	5331180.5
24.604167	5314757
24.614583	5298431.5
24.625	5282202
24.635417	5266068.5
24.645833	5250030.5
24.65625	5234086.5
24.666667	5218236.5
24.677083	5202479
24.6875	5186814
24.697917	5171241
24.708333	5155758.5
24.71875	5140366
24.729167	5125063.5
24.739583	5109849.5
24.75	5094724
24.760417	5079685.5
24.770833	5064734.5
24.78125	5049869
24.791667	5035089.5
24.802083	5020395
24.8125	5005784.5
24.822917	4991258
24.833333	4976814.5
24.84375	4962453.5
24.854167	4948174
24.864583	4933976
24.875	4919859
24.885417	4905821.5
24.895833	4891863.5
24.90625	4877985
24.916667	4864184
24.927083	4850461.5
24.9375	4836815.5
24.947917	4823246.5
24.958333	4809753.5
24.96875	4796336
24.979167	4782993.5
24.989583	4769725.5
25	4756531.5
25.010417	4742688.5
25.020833	4728298.5
25.03125	4713212
25.041667	4697256
25.052083	4680375.5
25.0625	4662624
25.072917	4644118.5
25.083333	4625001
25.09375	4605414.5
25.104167	4585486.5
25.114583	4565324.5
25.125	4545015.5
25.135417	4524627.5
25.145833	4504212.5
25.15625	4483809.5
25.166667	4463447.5
25.177083	4443146.5
25.1875	4422922
25.197917	4402785
25.208333	4382742.5
25.21875	4362800
25.229167	4342960
25.239583	4323226
25.25	4303598
25.260417	4284077.5
25.270833	4264664.5
25.28125	4245359
25.291667	4226160.5
25.302083	4207069
25.3125	4188083.25
25.322917	4169203.25
25.333333	4150427.75
25.34375	4131756.75
25.354167	4113189
25.364583	4094723.75
25.375	4076360.5
25.385417	4058098.5
25.395833	4039936.5
25.40625	4021874.5
25.416667	4003911
25.427083	3986046
25.4375	3968278
25.447917	3950607
25.458333	3933031.75
25.46875	3915551.5
25.479167	3898166
25.489583	3880874
25.5	3863675.25
25.510417	3846568.75
25.520833	3829554
25.53125	3812630.25
25.541667	3795797
25.552083	3779053
25.5625	3762398.25
25.572917	3745831.75
25.583333	3729353
25.59375	3712961
25.604167	3696655.5
25.614583	3680436
25.625	3664301.25
25.635417	3648251.25
25.645833	3632285
25.65625	3616402
25.666667	3600601.75
25.677083	3584883.5
25.6875	3569246.75
25.697917	3553690.75
25.708333	3538215.25
25.71875	3522819.5
25.729167	3507502.75
25.739583	3492264.5
25.75	3477104.25
25.760417	3462021.5
25.770833	3447015.75
25.78125	3432086.25
25.791667	3417232.75
25.802083	3402454.25
25.8125	3387750.75
25.822917	3373121.25
25.833333	3358565.5
25.84375	3344083
25.854167	3329673
25.864583	3315335.25
25.875	3301069.25
25.885417	3286874.25
25.895833	3272749.75
25.90625	3258695.5
25.916667	3244711
25.927083	3230795.75
25.9375	3216949
25.947917	3203170.5
25.958333	3189459.75
25.96875	3175816.5
25.979167	3162239.75
25.989583	3148729.5
26	3135285.25
26.010417	3121881.75
26.020833	3108521
26.03125	3095198
26.041667	3081906
26.052083	3068640.75
26.0625	3055401.25
26.072917	3042190
26.083333	3029010.25
26.09375	3015866.75
26.104167	3002763.25
26.114583	2989704.25
26.125	2976693
26.135417	2963732
26.145833	2950823.75
26.15625	2937970
26.166667	2925172
26.177083	2912430.25
26.1875	2899746
26.197917	2887119.25
26.208333	2874550.25
26.21875	2862039
26.229167	2849585.75
26.239583	2837190
26.25	2824851.5
26.260417	2812570.5
26.270833	2800346.5
26.28125	2788179
26.291667	2776067.75
26.302083	2764012.75
26.3125	2752013.25
26.322917	2740069.25
26.333333	2728180
26.34375	2716345.5
26.354167	2704565.5
26.364583	2692839.25
26.375	2681166.75
26.385417	2669547.25
26.395833	2657981
26.40625	2646467.25
26.416667	2635005.75
26.427083	2623596
26.4375	2612238
26.447917	2600931.5
26.458333	2589675.5
26.46875	2578470.5
26.479167	2567315.5
26.489583	2556210.5
26.5	2545155.25
26.510417	2534149.5
26.520833	2523192.5
26.53125	2512284.5
26.541667	2501424.75
26.552083	2490613
26.5625	2479849.25
26.572917	2469133
26.583333	2458463.75
26.59375	2447841.75
26.604167	2437266
26.614583	2426736.75
26.625	2416253.75
26.635417	2405816.25
26.645833	2395424.5
26.65625	2385077.75
26.666667	2374775.75
26.677083	2364518.75
26.6875	2354306
26.697917	2344137.25
26.708333	2334012.5
26.71875	2323931
26.729167	2313893
26.739583	2303898.25
26.75	2293946
26.760417	2284036.25
26.770833	2274168.75
26.78125	2264343.5
26.791667	2254559.75
26.802083	2244817.5
26.8125	2235116.5
26.822917	2225456.75
26.833333	2215837.5
26.84375	2206258.75
26.854167	2196720.25
26.864583	2187221.75
26.875	2177763.25
26.885417	2168344.25
26.895833	2158964.25
26.90625	2149623.75
26.916667	2140321.75
26.927083	2131058.5
26.9375	2121833.75
26.947917	2112647
26.958333	2103498.25
26.96875	2094387.375
26.979167	2085313.875
26.989583	2076277.625
27	2067278.375
27.010417	2058858
27.020833	2050877.75
27.03125	2043387.875
27.041667	2036505.75
27.052083	2030319.125
27.0625	2024863.5
27.072917	2020127.25
27.083333	2016064.75
27.09375	2012610.25
27.104167	2009688.625
27.114583	2007223.75
27.125	2005143.375
27.135417	2003382
27.145833	2001882.125
27.15625	2000594.5
27.166667	1999477.75
27.177083	1998498
27.1875	1997627
27.197917	1996842.25
27.208333	1996125.625
27.21875	1995462.75
27.229167	1994842.125
27.239583	1994254.75
27.25	1993693.5
27.260417	1993152.875
27.270833	1992628.375
27.28125	1992117
27.291667	1991615.75
27.302083	1991122.875
27.3125	1990636.75
27.322917	1990156
27.333333	1989680
27.34375	1989207.75
27.354167	1988738.875
27.364583	1988272.75
27.375	1987809.25
27.385417	1987348
27.395833	1986888.875
27.40625	1986431.75
27.416667	1985976.375
27.427083	1985522.75
27.4375	1985070.875
27.447917	1984620.5
27.458333	1984171.625
27.46875	1983724.375
27.479167	1983278.625
27.489583	1982834.375
27.5	1982391.625
27.510417	1981950.25
27.520833	1981510.25
27.53125	1981071.75
27.541667	1980634.625
27.552083	1980199
27.5625	1979764.75
27.572917	1979331.75
27.583333	1978900.25
27.59375	1978470.125
27.604167	1978041.375
27.614583	1977614
27.625	1977187.875
27.635417	1976763.25
27.645833	1976339.875
27.65625	1975918
27.666667	1975497.375
27.677083	1975078
27.6875	1974660.125
27.697917	1974243.5
27.708333	1973828.125
27.71875	1973414.25
27.729167	1973001.5
27.739583	1972590.125
27.75	1972180.125
27.760417	1971771.375
27.770833	1971364
27.78125	1970957.875
27.791667	1970553
27.802083	1970149.375
27.8125	1969747.125
27.822917	1969346.125
27.833333	1968946.375
27.84375	1968547.875
27.854167	1968150.75
27.864583	1967754.75
27.875	1967360.125
27.885417	1966966.625
27.895833	1966574.5
27.90625	1966183.5
27.916667	1965793.875
27.927083	1965405.375
27.9375	1965018.125
27.947917	1964632.125
27.958333	1964247.375
27.96875	1963863.875
27.979167	1963481.5
27.989583	1963100.375
28	1962720.375
28.010417	1961871
28.020833	1960664.375
28.03125	1959061.375
28.041667	1956960.625
28.052083	1954284.375
28.0625	1950998.75
28.072917	1947111.625
28.083333	1942660.875
28.09375	1937702.875
28.104167	1932302.625
28.114583	1926526.875
28.125	1920438.875
28.135417	1914096.375
28.145833	1907550.125
28.15625	1900843.75
28.166667	1894013.625
28.177083	1887090.125
28.1875	1880098
28.197917	1873057.25
28.208333	1865984
28.21875	1858891.125
28.229167	1851788.75
28.239583	1844684.75
28.25	1837585.5
28.260417	1830496
28.270833	1823419.75
28.28125	1816360
28.291667	1809318.75
28.302083	1802297.875
28.3125	1795298.5
28.322917	1788321.875
28.333333	1781368.5
28.34375	1774439
28.354167	1767533.75
28.364583	1760653.125
28.375	1753797
28.385417	1746965.875
28.395833	1740159.5
28.40625	1733378
28.416667	1726621.25
28.427083	1719889.375
28.4375	1713182.25
28.447917	1706499.75
28.458333	1699841.75
28.46875	1693208.25
28.479167	1686599.125
28.489583	1680014.25
28.5	1673453.5
28.510417	1666916.75
28.520833	1660403.875
28.53125	1653914.75
28.541667	1647449.375
28.552083	1641007.5
28.5625	1634589
28.572917	1628193.875
28.583333	1621821.875
28.59375	1615473
28.604167	1609147
28.614583	1602843.875
28.625	1596563.5
28.635417	1590305.75
28.645833	1584070.375
28.65625	1577857.5
28.666667	1571666.75
28.677083	1565498.25
28.6875	1559351.625
28.697917	1553227.125
28.708333	1547124.25
28.71875	1541043.125
28.729167	1534983.625
28.739583	1528945.625
28.75	1522929
28.760417	1516933.5
28.770833	1510959.25
28.78125	1505006.125
28.791667	1499073.875
28.802083	1493162.375
28.8125	1487271.75
28.822917	1481401.625
28.833333	1475552.125
28.84375	1469723
28.854167	1463914.25
28.864583	1458125.75
28.875	1452357.25
28.885417	1446608.875
28.895833	1440880.375
28.90625	1435171.75
28.916667	1429482.875
28.927083	1423813.625
28.9375	1418163.875
28.947917	1412533.5
28.958333	1406922.5
28.96875	1401330.875
28.979167	1395758.25
28.989583	1390204.75
29	1384670.25
29.010417	1379129
29.020833	1373591.125
29.03125	1368055.375
29.041667	1362517.875
29.052083	1356975
29.0625	1351424.5
29.072917	1345865.75
29.083333	1340299.25
29.09375	1334726.625
29.104167	1329150.25
29.114583	1323572.25
29.125	1317995.375
29.135417	1312421.875
29.145833	1306854.125
29.15625	1301294.125
29.166667	1295743.5
29.177083	1290204
29.1875	1284676.75
29.197917	1279162.875
29.208333	1273663.375
29.21875	1268178.875
29.229167	1262710
29.239583	1257257.125
29.25	1251820.625
29.260417	1246401
29.270833	1240998.25
29.28125	1235612.625
29.291667	1230244.125
29.302083	1224893
29.3125	1219559.125
29.322917	1214242.625
29.333333	1208943.5
29.34375	1203661.625
29.354167	1198397.125
29.364583	1193149.875
29.375	1187919.875
29.385417	1182707
29.395833	1177511.125
29.40625	1172332.375
